unique_id	uniprot_domain
A0JP26_chainsaw_002	142-409_415-422
A0JP26_chainsaw_003	410-414_423-580
A0M8Q6_chainsaw_001	8-100
A0MZ66_chainsaw_001	2-490
A0PG75_chainsaw_001	59-265
A0PJE2_chainsaw_001	3-316
A0PJK1_chainsaw_001	18-434
A0PJK1_chainsaw_002	439-542
A0PJW6_chainsaw_001	34-36_121-196
A0PJW6_chainsaw_002	37-119
A0PJW8_chainsaw_001	21-81
A0PJX0_chainsaw_001	11-92
A0PJX0_chainsaw_002	98-177
A0PJX2_chainsaw_001	58-214
A0PJX4_chainsaw_001	1-124
A0PJX8_chainsaw_001	17-314
A0PJY2_chainsaw_001	117-339
A0PJY2_chainsaw_002	344-423
A0PJZ0_chainsaw_001	21-163
A0PJZ3_chainsaw_001	110-341
A0PJZ3_chainsaw_002	349-437
A0PK00_chainsaw_001	1-95
A0PK00_chainsaw_002	103-337
A0PK05_chainsaw_001	1-138
A0PK11_chainsaw_001	4-32_87-210
A0PK11_chainsaw_002	34-84
A0ZSE6_chainsaw_001	2-83
A1A4F0_chainsaw_001	18-128
A1A4S6_chainsaw_001	9-255
A1A4S6_chainsaw_002	268-367
A1A4S6_chainsaw_003	393-575
A1A4S6_chainsaw_004	733-785
A1A4V9_chainsaw_001	84-216
A1A4V9_chainsaw_002	242-316
A1A4Y4_chainsaw_001	1-30
A1A4Y4_chainsaw_002	34-176
A1A519_chainsaw_001	126-285
A1A5B4_chainsaw_001	36-164
A1A5B4_chainsaw_002	167-623
A1A5B4_chainsaw_003	624-723
A1A5C7_chainsaw_001	94-123_215-374_381-387_414-617
A1A5D9_chainsaw_001	47-478
A1IGU5_chainsaw_001	16-224
A1IGU5_chainsaw_002	231-444
A1IGU5_chainsaw_003	473-566
A1IGU5_chainsaw_004	606-662
A1KZ92_chainsaw_001	232-322
A1KZ92_chainsaw_002	328-417
A1KZ92_chainsaw_003	418-506
A1KZ92_chainsaw_004	509-598
A1KZ92_chainsaw_005	607-707
A1KZ92_chainsaw_006	721-1283
A1KZ92_chainsaw_007	1359-1428
A1L020_chainsaw_001	27-210
A1L020_chainsaw_002	224-292
A1L020_chainsaw_003	479-517
A1L0T0_chainsaw_001	38-249
A1L0T0_chainsaw_002	270-426
A1L0T0_chainsaw_003	427-619
A1L157_chainsaw_001	1-119_208-252
A1L157_chainsaw_002	120-194
A1L162_chainsaw_001	67-120
A1L167_chainsaw_001	2-151
A1L168_chainsaw_001	11-89
A1L188_chainsaw_001	3-72
A1L190_chainsaw_001	6-87
A1L1A6_chainsaw_001	39-128
A1L390_chainsaw_001	93-290_433-433_844-891
A1L390_chainsaw_002	297-432_1125-1216
A1L3X0_chainsaw_001	34-262
A1L443_chainsaw_001	203-511_628-646
A1L453_chainsaw_001	42-294
A1L4H1_chainsaw_001	1-126_300-581_766-871
A1L4H1_chainsaw_002	198-297
A1L4K1_chainsaw_001	67-158_229-335
A1L4K1_chainsaw_002	178-228
A1L4K1_chainsaw_003	376-466
A1L4K1_chainsaw_004	473-561
A1L4K1_chainsaw_005	570-737
A1L4L8_chainsaw_001	83-168
A1L4Q6_chainsaw_001	15-143
A1X283_chainsaw_001	7-146_367-424
A1X283_chainsaw_002	156-277
A1X283_chainsaw_003	854-909
A1XBS5_chainsaw_001	1-241
A1YPR0_chainsaw_001	15-139_217-340
A1YPR0_chainsaw_002	363-490
A1Z1Q3_chainsaw_001	3-240
A2A288_chainsaw_001	2-43
A2A288_chainsaw_002	76-246
A2A288_chainsaw_003	263-296
A2A288_chainsaw_004	471-519
A2A2Y4_chainsaw_001	32-109
A2A2Y4_chainsaw_002	116-219_343-373
A2A2Y4_chainsaw_003	225-342
A2A2Y4_chainsaw_004	483-594
A2A2Z9_chainsaw_001	1-271
A2A2Z9_chainsaw_002	287-287_290-291_294-295_302-303_305-944
A2A368_chainsaw_001	9-43_100-184
A2A368_chainsaw_002	202-322
A2A3K4_chainsaw_001	21-274_308-341
A2A3K4_chainsaw_002	276-307_567-748
A2A3K4_chainsaw_003	372-407
A2A3L6_chainsaw_001	19-415
A2A3N6_chainsaw_001	28-192
A2A3N6_chainsaw_002	203-399
A2A3N6_chainsaw_003	489-670
A2A3N6_chainsaw_004	699-781
A2A3N6_chainsaw_005	812-860
A2CJ06_chainsaw_001	3-216
A2CJ06_chainsaw_002	217-344
A2CJ06_chainsaw_003	503-573
A2IDD5_chainsaw_001	38-401
A2NJV5_chainsaw_001	24-115
A2PYH4_chainsaw_001	264-485_688-780
A2PYH4_chainsaw_002	486-683
A2PYH4_chainsaw_003	781-1091
A2RRD8_chainsaw_001	10-296
A2RRD8_chainsaw_002	301-352
A2RRD8_chainsaw_003	357-489
A2RRH5_chainsaw_001	19-395
A2RRH5_chainsaw_002	500-826
A2RRL7_chainsaw_001	6-97
A2RRP1_chainsaw_001	24-455_510-560
A2RRP1_chainsaw_002	561-775_777-781_791-855
A2RRP1_chainsaw_003	782-790_856-1282
A2RRP1_chainsaw_004	1288-1321
A2RRP1_chainsaw_005	1331-1690
A2RRP1_chainsaw_006	1691-2097
A2RRP1_chainsaw_007	2103-2370
A2RTX5_chainsaw_001	1-146
A2RTX5_chainsaw_002	147-385
A2RTX5_chainsaw_003	403-687
A2RTX5_chainsaw_004	693-800
A2RTY3_chainsaw_001	9-109
A2RTY3_chainsaw_002	124-475
A2RU14_chainsaw_001	4-103
A2RU30_chainsaw_001	197-413
A2RU37_chainsaw_001	54-115
A2RU48_chainsaw_001	3-224
A2RU49_chainsaw_001	2-127
A2RU49_chainsaw_002	132-369
A2RU67_chainsaw_001	136-611
A2RUB6_chainsaw_001	7-762_852-852
A2RUB6_chainsaw_002	853-933
A2RUC4_chainsaw_001	5-256
A2RUC4_chainsaw_002	257-309
A2RUH7_chainsaw_001	49-143
A2RUH7_chainsaw_002	150-240
A2RUH7_chainsaw_003	259-351
A2RUR9_chainsaw_001	78-1422
A2RUS2_chainsaw_001	41-296
A2RUS2_chainsaw_002	310-508_636-640
A2RUS2_chainsaw_003	514-626
A2RUS2_chainsaw_004	650-865
A2RUS2_chainsaw_005	872-1196
A2RUT3_chainsaw_001	6-153
A2VCK2_chainsaw_001	9-80
A2VCK2_chainsaw_002	129-214
A2VDF0_chainsaw_001	13-145
A2VDJ0_chainsaw_001	14-84_723-869
A2VDJ0_chainsaw_002	92-352
A2VDJ0_chainsaw_003	394-722
A2VEC9_chainsaw_001	3-94
A2VEC9_chainsaw_002	185-514
A2VEC9_chainsaw_003	519-556
A2VEC9_chainsaw_004	563-913
A2VEC9_chainsaw_005	963-1006
A2VEC9_chainsaw_006	1013-1322
A2VEC9_chainsaw_007	1325-1392
A2VEC9_chainsaw_008	1818-1903
A2VEC9_chainsaw_009	1928-1983_2715-2823
A2VEC9_chainsaw_010	1987-2026
A2VEC9_chainsaw_011	2056-2225
A2VEC9_chainsaw_012	2575-2710
A2VEC9_chainsaw_013	2833-2978
A2VEC9_chainsaw_014	2988-3177
A2VEC9_chainsaw_015	2056-2225
A2VEC9_chainsaw_016	2575-2710
A2VEC9_chainsaw_017	2833-2978
A2VEC9_chainsaw_018	3005-3037_3251-3399
A2VEC9_chainsaw_019	3060-3177
A2VEC9_chainsaw_020	2575-2710
A2VEC9_chainsaw_021	2833-2978
A2VEC9_chainsaw_022	3071-3177
A2VEC9_chainsaw_023	3258-3401
A2VEC9_chainsaw_024	3429-3463
A2VEC9_chainsaw_025	2558-2710
A2VEC9_chainsaw_026	2718-2720_2986-3247
A2VEC9_chainsaw_027	2833-2978
A2VEC9_chainsaw_028	3255-3401
A2VEC9_chainsaw_029	3411-3463
A2VEC9_chainsaw_030	3475-3639
A2VEC9_chainsaw_031	3665-3796
A2VEC9_chainsaw_032	2621-2709
A2VEC9_chainsaw_033	2718-2783_2987-3177
A2VEC9_chainsaw_034	2833-2978
A2VEC9_chainsaw_035	3255-3401
A2VEC9_chainsaw_036	3475-3639
A2VEC9_chainsaw_037	3665-3805
A2VEC9_chainsaw_038	2833-2978
A2VEC9_chainsaw_039	3060-3177
A2VEC9_chainsaw_040	3272-3401
A2VEC9_chainsaw_041	3475-3519
A2VEC9_chainsaw_042	3535-3639
A2VEC9_chainsaw_043	3665-3805
A2VEC9_chainsaw_044	3815-3864
A2VEC9_chainsaw_045	4025-4151
A2VEC9_chainsaw_046	3005-3247
A2VEC9_chainsaw_047	3255-3401
A2VEC9_chainsaw_048	3475-3639
A2VEC9_chainsaw_049	3665-3805
A2VEC9_chainsaw_050	4025-4151
A2VEC9_chainsaw_051	4218-4394
A2VEC9_chainsaw_052	3255-3401
A2VEC9_chainsaw_053	3411-3464
A2VEC9_chainsaw_054	3475-3639
A2VEC9_chainsaw_055	3649-3805
A2VEC9_chainsaw_056	4025-4151
A2VEC9_chainsaw_057	4257-4361
A2VEC9_chainsaw_058	4369-4517
A2VEC9_chainsaw_059	3429-3463
A2VEC9_chainsaw_060	3475-3639
A2VEC9_chainsaw_061	3648-3805
A2VEC9_chainsaw_062	3815-3864
A2VEC9_chainsaw_063	4025-4151
A2VEC9_chainsaw_064	4218-4303
A2VEC9_chainsaw_065	4314-4361
A2VEC9_chainsaw_066	4368-4517
A2VEC9_chainsaw_067	4547-4760
A2VEC9_chainsaw_068	3665-3864
A2VEC9_chainsaw_069	4025-4151
A2VEC9_chainsaw_070	4244-4361
A2VEC9_chainsaw_071	4368-4517
A2VEC9_chainsaw_072	4538-4760
A2VEC9_chainsaw_073	4768-4921
A2VEC9_chainsaw_074	202-514
A2VEC9_chainsaw_075	519-556
A2VEC9_chainsaw_076	563-913
A2VEC9_chainsaw_077	929-1006
A2VEC9_chainsaw_078	1013-1330
A2VEC9_chainsaw_079	1331-1363
A2VEC9_chainsaw_080	3815-3870_4670-4760
A2VEC9_chainsaw_081	4025-4155_4526-4661
A2VEC9_chainsaw_082	4314-4517
A2VEC9_chainsaw_083	4768-4920
A2VEC9_chainsaw_084	4930-5046
A2VEC9_chainsaw_085	5055-5139
A2VEC9_chainsaw_086	412-556
A2VEC9_chainsaw_087	563-913
A2VEC9_chainsaw_088	929-1006
A2VEC9_chainsaw_089	1013-1331
A2VEC9_chainsaw_090	1697-1745
A2VEC9_chainsaw_091	602-913
A2VEC9_chainsaw_092	929-1006
A2VEC9_chainsaw_093	1013-1339
A2VEC9_chainsaw_094	1697-1748_1911-1999
A2VEC9_chainsaw_095	1753-1909
A2VEC9_chainsaw_096	801-913
A2VEC9_chainsaw_097	929-1006
A2VEC9_chainsaw_098	1013-1339
A2VEC9_chainsaw_099	1660-1747_1913-2026
A2VEC9_chainsaw_100	1753-1909
A2VEC9_chainsaw_101	2124-2198
A2VEC9_chainsaw_102	1013-1335
A2VEC9_chainsaw_103	1753-1909
A2VEC9_chainsaw_104	2055-2225
A2VEC9_chainsaw_105	1201-1370_1911-1961
A2VEC9_chainsaw_106	1753-1909
A2VEC9_chainsaw_107	1967-2026
A2VEC9_chainsaw_108	2056-2248
A2VEC9_chainsaw_109	1753-1909
A2VEC9_chainsaw_110	1928-2047_2716-2767
A2VEC9_chainsaw_111	2056-2225
A2VEC9_chainsaw_112	2469-2550
A2VEC9_chainsaw_113	2558-2709
A2VEC9_chainsaw_114	1753-1909
A2VEC9_chainsaw_115	2055-2233_2498-2555_2721-2802
A2VEC9_chainsaw_116	2575-2710
A2VEC9_chainsaw_117	2833-2978
A3KFT3_chainsaw_001	12-305
A3KMH1_chainsaw_001	43-271
A3KMH1_chainsaw_002	272-621
A3KMH1_chainsaw_003	622-968
A3KMH1_chainsaw_004	977-1037_1525-1529
A3KMH1_chainsaw_005	1039-1524
A3KMH1_chainsaw_006	1539-1630
A3KMH1_chainsaw_007	1634-1676_1703-1903
A3KN83_chainsaw_001	242-536
A3KN83_chainsaw_002	542-677_843-1040
A3KN83_chainsaw_003	1041-1139
A3KN83_chainsaw_004	1147-1183_1299-1383
A3KN83_chainsaw_005	1188-1291
A3QJZ6_chainsaw_001	11-133
A3QJZ6_chainsaw_002	149-472
A3QJZ7_chainsaw_001	11-124
A3QJZ7_chainsaw_002	149-477
A4D0S4_chainsaw_001	1-21_1303-1655_1750-1758
A4D0S4_chainsaw_002	33-309
A4D0S4_chainsaw_003	552-790
A4D0S4_chainsaw_004	1177-1300
A4D0S4_chainsaw_005	1656-1749
A4D0T7_chainsaw_001	1-56
A4D0V7_chainsaw_001	57-90
A4D0V7_chainsaw_002	91-93_98-518
A4D0V7_chainsaw_003	576-666
A4D0V7_chainsaw_004	679-739
A4D0V7_chainsaw_005	746-1020
A4D0Y5_chainsaw_001	15-54
A4D126_chainsaw_001	47-261
A4D126_chainsaw_002	277-450
A4D161_chainsaw_001	10-205
A4D161_chainsaw_002	217-287
A4D1B5_chainsaw_001	3-407
A4D1B5_chainsaw_002	408-535
A4D1B5_chainsaw_003	544-766
A4D1B5_chainsaw_004	770-852
A4D1E9_chainsaw_001	18-145
A4D1E9_chainsaw_002	149-352
A4D1F6_chainsaw_001	760-857
A4D1N5_chainsaw_001	15-111
A4D1P6_chainsaw_001	1-169
A4D1P6_chainsaw_002	174-213
A4D1P6_chainsaw_003	396-744
A4D1S0_chainsaw_001	298-407
A4D1S5_chainsaw_001	16-190
A4D1T9_chainsaw_001	30-232
A4D1U4_chainsaw_001	79-195
A4D1U4_chainsaw_002	235-351
A4D1U4_chainsaw_003	355-447
A4D1Z8_chainsaw_001	2-134
A4D256_chainsaw_001	14-44
A4D256_chainsaw_002	64-349
A4D256_chainsaw_003	350-414
A4D263_chainsaw_001	138-253
A4D2B0_chainsaw_001	2-238
A4D2B8_chainsaw_001	76-82_219-432
A4D2G3_chainsaw_001	10-309
A4D2H0_chainsaw_001	22-502
A4D2P6_chainsaw_001	15-225
A4D2P6_chainsaw_002	277-468
A4D2P6_chainsaw_003	565-565_887-1001_1093-1188
A4D2P6_chainsaw_004	1002-1092_1189-1203
A4FU01_chainsaw_001	37-175
A4FU01_chainsaw_002	199-640
A4FU01_chainsaw_003	644-705
A4FU28_chainsaw_001	22-502
A4FU49_chainsaw_001	59-122
A4FU69_chainsaw_001	113-267
A4FU69_chainsaw_002	268-386
A4FU69_chainsaw_003	765-976_1152-1270
A4FU69_chainsaw_004	977-1151
A4FU69_chainsaw_005	1278-1493
A4GXA9_chainsaw_001	53-265
A4GXA9_chainsaw_002	275-367
A4IF30_chainsaw_001	1-71
A4IF30_chainsaw_002	161-471
A4QN01_chainsaw_001	7-126
A4QPB2_chainsaw_001	4-249
A4QPH2_chainsaw_001	8-168
A4QPH2_chainsaw_002	187-317
A4QPH2_chainsaw_003	341-588
A4UGR9_chainsaw_001	311-490
A4UGR9_chainsaw_002	514-528_653-779
A4UGR9_chainsaw_003	533-644
A4UGR9_chainsaw_004	801-1036
A4UGR9_chainsaw_005	1042-1228_1347-1387
A4UGR9_chainsaw_006	1243-1318
A4UGR9_chainsaw_007	3298-3342
A4UGR9_chainsaw_008	311-490
A4UGR9_chainsaw_009	514-531_645-779
A4UGR9_chainsaw_010	533-644_795-1016
A4UGR9_chainsaw_011	1021-1075
A4UGR9_chainsaw_012	1136-1318
A4UGR9_chainsaw_013	1377-1586
A4UGR9_chainsaw_014	402-506_508-508_1370-1519
A4UGR9_chainsaw_015	533-644
A4UGR9_chainsaw_016	663-742
A4UGR9_chainsaw_017	1101-1321
A4UGR9_chainsaw_018	1538-1763
A4UGR9_chainsaw_019	604-631_783-1184
A4UGR9_chainsaw_020	633-779
A4UGR9_chainsaw_021	1185-1363
A4UGR9_chainsaw_022	1379-1869
A4UGR9_chainsaw_023	801-1106
A4UGR9_chainsaw_024	1134-1363
A4UGR9_chainsaw_025	1377-1519
A4UGR9_chainsaw_026	1538-1587
A4UGR9_chainsaw_027	1610-1869
A4UGR9_chainsaw_028	1022-1217
A4UGR9_chainsaw_029	1243-1367_1631-1680_1682-1684_1686-1692
A4UGR9_chainsaw_030	1377-1621
A4UGR9_chainsaw_031	1209-1356
A4UGR9_chainsaw_032	1377-1568
A4UGR9_chainsaw_033	1569-1678
A4UGR9_chainsaw_034	1404-1409_1415-1678
A5A3E0_chainsaw_001	142-372
A5A3E0_chainsaw_002	463-698
A5A3E0_chainsaw_003	708-880_1033-1074
A5A3E0_chainsaw_004	884-1030
A5D6W6_chainsaw_001	38-269
A5D8T8_chainsaw_001	45-194
A5D8T8_chainsaw_002	213-277
A5D8T8_chainsaw_003	279-441
A5D8V6_chainsaw_001	9-158
A5D8V7_chainsaw_001	77-592
A5D8W1_chainsaw_001	48-515
A5D8W1_chainsaw_002	516-809
A5D8W1_chainsaw_003	810-912
A5LHX3_chainsaw_001	48-251
A5PKW4_chainsaw_001	546-724
A5PKW4_chainsaw_002	745-981
A5PLK6_chainsaw_001	3-94_228-277_485-561
A5PLK6_chainsaw_002	95-224
A5PLK6_chainsaw_003	333-484
A5PLK6_chainsaw_004	646-755
A5PLK6_chainsaw_005	778-1031
A5PLL1_chainsaw_001	13-166
A5PLL7_chainsaw_001	29-205
A5PLL7_chainsaw_002	211-267
A5PLN9_chainsaw_001	12-18_71-169
A5PLN9_chainsaw_002	23-66
A5PLN9_chainsaw_003	172-297
A5PLN9_chainsaw_004	306-409
A5X5Y0_chainsaw_001	6-245
A5X5Y0_chainsaw_002	247-455
A5YKK6_chainsaw_001	5-227
A5YKK6_chainsaw_002	253-683
A5YKK6_chainsaw_003	829-997
A5YKK6_chainsaw_004	1075-1310
A5YKK6_chainsaw_005	1367-1600_1842-2067_2069-2069
A5YKK6_chainsaw_006	1607-1838
A5YKK6_chainsaw_007	2068-2068_2070-2360
A5YM72_chainsaw_001	2-78_384-386
A5YM72_chainsaw_002	81-383
A5YM72_chainsaw_003	387-488
A5YM72_chainsaw_004	495-720
A5YM72_chainsaw_005	735-823
A6BM72_chainsaw_001	27-124
A6H8M9_chainsaw_001	23-119
A6H8M9_chainsaw_002	130-227
A6H8M9_chainsaw_003	235-329
A6H8M9_chainsaw_004	337-436
A6H8M9_chainsaw_005	444-541
A6H8M9_chainsaw_006	549-651
A6H8Z2_chainsaw_001	211-386
A6NC05_chainsaw_001	10-104
A6NC42_chainsaw_001	18-109
A6NC51_chainsaw_001	4-203
A6NC57_chainsaw_001	1-912
A6NC62_chainsaw_001	4-67
A6NC78_chainsaw_001	1-418
A6NC86_chainsaw_001	28-202
A6NC97_chainsaw_001	3-62
A6NC97_chainsaw_002	63-161_202-347
A6NC98_chainsaw_001	11-11_13-16_18-19_21-1417
A6NCC3_chainsaw_001	1-497
A6NCE7_chainsaw_001	7-124
A6NCF5_chainsaw_001	7-195
A6NCF5_chainsaw_002	203-512
A6NCF6_chainsaw_001	97-176
A6NCF6_chainsaw_002	194-296
A6NCI4_chainsaw_001	6-13_401-497_698-726
A6NCI4_chainsaw_002	68-157_338-377
A6NCI4_chainsaw_003	159-337
A6NCI4_chainsaw_004	499-697
A6NCI4_chainsaw_005	862-946_1118-1176
A6NCI4_chainsaw_006	948-1117
A6NCI5_chainsaw_001	2-87
A6NCK2_chainsaw_001	3-128
A6NCK2_chainsaw_002	129-259
A6NCK2_chainsaw_003	278-443
A6NCL1_chainsaw_001	36-331
A6NCL7_chainsaw_001	89-248
A6NCL7_chainsaw_002	253-352
A6NCM1_chainsaw_001	3-134_479-693
A6NCM1_chainsaw_002	160-237
A6NCM1_chainsaw_003	243-455
A6NCM1_chainsaw_004	699-787
A6NCM1_chainsaw_005	788-817
A6NCN2_chainsaw_001	1-250
A6NCN8_chainsaw_001	59-275
A6NCQ9_chainsaw_001	28-69
A6NCS6_chainsaw_001	20-208
A6NCV1_chainsaw_001	9-311
A6NCW0_chainsaw_001	81-198_272-387
A6NCW0_chainsaw_002	199-271
A6NCW7_chainsaw_001	81-198_272-386
A6NCW7_chainsaw_002	199-271
A6ND01_chainsaw_001	21-229
A6ND36_chainsaw_001	1-73
A6ND36_chainsaw_002	146-309
A6ND36_chainsaw_003	341-467
A6ND48_chainsaw_001	9-310
A6ND91_chainsaw_001	7-126_256-282
A6ND91_chainsaw_002	131-249
A6NDA9_chainsaw_001	28-244
A6NDA9_chainsaw_002	251-345
A6NDA9_chainsaw_003	365-450
A6NDB9_chainsaw_001	1-267
A6NDD5_chainsaw_001	33-236
A6NDE4_chainsaw_001	9-82
A6NDG6_chainsaw_001	14-99_235-320
A6NDG6_chainsaw_002	100-232
A6NDH6_chainsaw_001	11-310
A6NDI0_chainsaw_001	3-129
A6NDI0_chainsaw_002	130-259
A6NDI0_chainsaw_003	278-450
A6NDK9_chainsaw_001	15-611
A6NDL7_chainsaw_001	13-62
A6NDL7_chainsaw_002	72-265
A6NDL8_chainsaw_001	9-311
A6NDN3_chainsaw_001	15-615
A6NDN8_chainsaw_001	21-94
A6NDP7_chainsaw_001	15-149
A6NDP7_chainsaw_002	159-303
A6NDR6_chainsaw_001	43-77_151-273
A6NDS4_chainsaw_001	2-215
A6NDS4_chainsaw_002	233-356
A6NDU8_chainsaw_001	1-85
A6NDU8_chainsaw_002	91-292
A6NDV4_chainsaw_001	38-190
A6NDV4_chainsaw_002	229-424
A6NDX4_chainsaw_001	1-119
A6NDX5_chainsaw_001	44-134
A6NDX5_chainsaw_002	151-418
A6NDX5_chainsaw_003	425-712
A6NDY0_chainsaw_001	138-221
A6NDZ8_chainsaw_001	25-207
A6NE01_chainsaw_001	45-216_218-220_251-253_258-263_265-279_282-287_291-1072_1729-2342
A6NE01_chainsaw_002	221-250_254-257_264-264_280-281_288-290
A6NE01_chainsaw_003	1077-1467
A6NE01_chainsaw_004	1473-1686
A6NE02_chainsaw_001	12-148
A6NE02_chainsaw_002	149-311
A6NE02_chainsaw_003	315-469
A6NE52_chainsaw_001	47-92
A6NE52_chainsaw_002	93-412
A6NE52_chainsaw_003	416-816
A6NE52_chainsaw_004	817-874
A6NE52_chainsaw_005	1078-1366_1479-1505
A6NE82_chainsaw_001	25-207
A6NEC2_chainsaw_001	58-249
A6NEC2_chainsaw_002	250-477
A6NED2_chainsaw_001	7-242_285-372
A6NEE1_chainsaw_001	29-144
A6NEE1_chainsaw_002	165-493
A6NEF3_chainsaw_001	15-466
A6NEH6_chainsaw_001	102-168
A6NEK1_chainsaw_001	18-155
A6NEK1_chainsaw_002	170-316
A6NEL2_chainsaw_001	7-80
A6NEL2_chainsaw_002	595-723
A6NEL2_chainsaw_003	758-790
A6NEL3_chainsaw_001	3-92
A6NEM1_chainsaw_001	15-269_276-280
A6NEM1_chainsaw_002	270-275_281-352
A6NEN9_chainsaw_001	2-128
A6NEQ0_chainsaw_001	9-82
A6NEQ2_chainsaw_001	56-267
A6NER0_chainsaw_001	1-219
A6NER0_chainsaw_002	222-356
A6NES4_chainsaw_001	30-674
A6NES4_chainsaw_002	682-1357
A6NES4_chainsaw_003	1361-1668
A6NET4_chainsaw_001	11-289
A6NEV1_chainsaw_001	58-137
A6NEY8_chainsaw_001	3-166
A6NF01_chainsaw_001	117-189
A6NF34_chainsaw_001	9-27_351-377
A6NF34_chainsaw_002	75-250
A6NF34_chainsaw_003	253-350
A6NF36_chainsaw_001	10-152
A6NF83_chainsaw_001	8-88
A6NF89_chainsaw_001	9-310
A6NFA0_chainsaw_001	6-143_253-266
A6NFA1_chainsaw_001	42-351
A6NFC5_chainsaw_001	1-204
A6NFC9_chainsaw_001	11-243
A6NFD8_chainsaw_001	15-127
A6NFE2_chainsaw_001	7-242
A6NFE2_chainsaw_002	276-334
A6NFE3_chainsaw_001	1-55
A6NFE3_chainsaw_002	65-126
A6NFF2_chainsaw_001	36-105
A6NFH5_chainsaw_001	3-131
A6NFI3_chainsaw_001	815-938
A6NFN3_chainsaw_001	99-172
A6NFN9_chainsaw_001	2-81
A6NFN9_chainsaw_002	94-331
A6NFQ2_chainsaw_001	5-195
A6NFQ2_chainsaw_002	213-403
A6NFQ2_chainsaw_003	409-508
A6NFQ2_chainsaw_004	529-790
A6NFQ2_chainsaw_005	795-917
A6NFQ7_chainsaw_001	25-78
A6NFQ7_chainsaw_002	117-165
A6NFR6_chainsaw_001	33-123
A6NFT4_chainsaw_001	5-301
A6NFU0_chainsaw_001	38-141
A6NFU0_chainsaw_002	147-241
A6NFU0_chainsaw_003	251-360
A6NFU8_chainsaw_001	4-175
A6NFX1_chainsaw_001	41-252
A6NFX1_chainsaw_002	270-487_491-502
A6NFY4_chainsaw_001	23-148
A6NFY4_chainsaw_002	152-314
A6NFY4_chainsaw_003	336-412
A6NFY7_chainsaw_001	6-66
A6NG13_chainsaw_001	102-357
A6NGA9_chainsaw_001	36-218
A6NGB0_chainsaw_001	10-297
A6NGB7_chainsaw_001	5-186
A6NGC4_chainsaw_001	1-227
A6NGD5_chainsaw_001	40-146
A6NGD5_chainsaw_002	356-493
A6NGE4_chainsaw_001	157-179_541-559
A6NGE4_chainsaw_002	180-538
A6NGE7_chainsaw_001	3-57
A6NGE7_chainsaw_002	58-167
A6NGG8_chainsaw_001	178-339_554-844
A6NGH7_chainsaw_001	41-321
A6NGH8_chainsaw_001	24-410
A6NGJ6_chainsaw_001	3-153
A6NGJ6_chainsaw_002	162-260
A6NGJ6_chainsaw_003	277-447
A6NGN4_chainsaw_001	11-121
A6NGN4_chainsaw_002	149-470
A6NGN9_chainsaw_001	40-130
A6NGN9_chainsaw_002	131-215
A6NGN9_chainsaw_003	216-307
A6NGQ2_chainsaw_001	17-138
A6NGR9_chainsaw_001	21-469
A6NGR9_chainsaw_002	475-704
A6NGS2_chainsaw_001	1-116
A6NGU5_chainsaw_001	37-261_378-440
A6NGU5_chainsaw_002	265-377_447-567
A6NGU7_chainsaw_001	23-60
A6NGW2_chainsaw_001	7-73_77-77_81-334_517-812
A6NGW2_chainsaw_002	348-447
A6NGW2_chainsaw_003	466-506
A6NGW2_chainsaw_004	813-1271
A6NGW2_chainsaw_005	1272-1749
A6NGY1_chainsaw_001	172-235
A6NGY3_chainsaw_001	72-153
A6NGY5_chainsaw_001	20-318
A6NGZ8_chainsaw_001	3-95
A6NH00_chainsaw_001	9-310
A6NH11_chainsaw_001	74-285
A6NH21_chainsaw_001	31-175
A6NH21_chainsaw_002	176-489
A6NH52_chainsaw_001	16-184
A6NH57_chainsaw_001	1-177
A6NHA9_chainsaw_001	9-307
A6NHC0_chainsaw_001	1-207
A6NHC0_chainsaw_002	211-342
A6NHC0_chainsaw_003	357-513
A6NHC0_chainsaw_004	519-702
A6NHG4_chainsaw_001	3-133
A6NHG9_chainsaw_001	11-309
A6NHJ4_chainsaw_001	26-449
A6NHJ4_chainsaw_002	454-631
A6NHL2_chainsaw_001	3-266
A6NHL2_chainsaw_002	276-389
A6NHL2_chainsaw_003	390-444
A6NHM9_chainsaw_001	32-173
A6NHM9_chainsaw_002	181-335
A6NHM9_chainsaw_003	336-493
A6NHN0_chainsaw_001	344-469
A6NHN6_chainsaw_001	1-438
A6NHP3_chainsaw_001	193-400
A6NHQ2_chainsaw_001	108-325
A6NHR8_chainsaw_001	109-278
A6NHR8_chainsaw_002	319-395
A6NHR9_chainsaw_001	25-100
A6NHR9_chainsaw_002	121-569
A6NHR9_chainsaw_003	570-571_1253-1362
A6NHR9_chainsaw_004	574-686
A6NHR9_chainsaw_005	687-819
A6NHR9_chainsaw_006	823-922
A6NHR9_chainsaw_007	929-1031
A6NHR9_chainsaw_008	1036-1144
A6NHR9_chainsaw_009	1150-1250
A6NHR9_chainsaw_010	1368-1483
A6NHR9_chainsaw_011	1490-1693_1902-1959
A6NHR9_chainsaw_012	1694-1901
A6NHS7_chainsaw_001	27-121
A6NHS7_chainsaw_002	125-159
A6NHX0_chainsaw_001	2-77_180-264
A6NHX0_chainsaw_002	78-179_265-327
A6NHY2_chainsaw_001	17-391
A6NHY2_chainsaw_002	392-524
A6NHZ5_chainsaw_001	7-473
A6NI03_chainsaw_001	3-154
A6NI03_chainsaw_002	162-260
